new_index,neuron_id,body_id,type,side,column,row,col,lineage,birth,in_degree,out_degree,in_degree_new,out_degree_new,syn_in,syn_out,pre_types,post_types,pathways
17758,18608,18608,T4c,L,23,2,7,T4c_L,1045,0,6,0,5,0.0,30.0,,VS:6,climb
17759,18609,18609,PVLP,R,16,2,0,PVLP_R,432,52,8,50,6,247.0,57.0,"LPLC2:19,PVLP_inh:18,LC4:15","LAL_inh:6,DNp03:2","loom,←saccade,→saccade,→steer"
17760,18610,18610,R1-R6,L,47,5,7,R1-R6_L,2103,0,0,0,0,0.0,0.0,,,brightness
17761,18611,18611,LAL_inh,L,32,4,0,LAL_inh_L,281,19,19,17,19,215.0,261.0,"PVLP:11,haltere:6,DNp03:1,HS:1",DNg02:19,"steer,←saccade,←yaw,←loom,←damping,→lift"
17762,18612,18612,R1-R6,R,23,2,7,R1-R6_R,2213,0,0,0,0,0.0,0.0,,,brightness
17763,18613,18613,LC4,R,28,3,4,LC4_R,289,0,22,0,22,0.0,91.0,,PVLP:22,loom
17764,18614,18614,LPLC2,L,46,5,6,LPLC2_L,490,0,23,0,23,0.0,134.0,,PVLP:23,loom
17765,18615,18615,PVLP,L,7,0,7,PVLP_L,382,43,3,41,3,207.0,6.0,"LPLC2:29,R1-R6:10,LC4:4",LAL_inh:3,"loom,←brightness,→steer"
17766,18616,18616,T4d,L,8,1,0,T4d_L,1072,0,10,0,10,0.0,46.0,,LPi_v:10,descend
17767,18617,18617,T4d,R,4,0,4,T4d_R,1021,0,9,0,9,0.0,47.0,,LPi_v:9,descend
17768,18618,18618,R1-R6,R,14,1,6,R1-R6_R,2214,0,0,0,0,0.0,0.0,,,brightness
17769,18619,18619,haltere,L,42,5,2,haltere_L,349,0,28,0,27,0.0,127.0,,"DNg02:22,LAL_inh:6","damping,→steer,→lift"
17770,18620,18620,T4b,R,21,2,5,T4b_R,1105,0,6,0,6,0.0,30.0,,LPi_h:6,yaw
17771,18621,18621,R1-R6,L,10,1,2,R1-R6_L,2104,0,0,0,0,0.0,0.0,,,brightness
17772,18622,18622,T4a,L,22,2,6,T4a_L,1038,0,3,0,0,0.0,18.0,,HS:3,yaw
17773,18623,18623,PVLP,R,26,3,2,PVLP_R,433,42,10,39,9,236.0,30.0,"LPLC2:30,LC4:10,PVLP_inh:2","LAL_inh:9,DNp03:1","loom,←saccade,→saccade,→steer"
17774,18624,18624,R1-R6,R,20,2,4,R1-R6_R,2215,0,1,0,1,0.0,1.0,,PVLP:1,"brightness,→loom"
17775,18625,18625,T4c,R,15,1,7,T4c_R,1102,0,5,0,4,0.0,24.0,,VS:5,climb
17776,18626,18626,T4c,R,19,2,3,T4c_R,1103,0,4,0,4,0.0,19.0,,VS:4,climb
17777,18627,18627,T4b,L,47,5,7,T4b_L,1059,0,4,0,4,0.0,24.0,,LPi_h:4,yaw
17778,18628,18628,LPi_h,L,43,5,3,LPi_h_L,209,40,2,40,0,221.0,9.0,T4b:40,HS:2,yaw
17779,18629,18629,LAL_inh,L,36,4,4,LAL_inh_L,282,42,27,41,27,178.0,388.0,"haltere:24,PVLP:17,HS:1",DNg02:27,"steer,←yaw,←loom,←damping,→lift"
17780,18630,18630,T4c,R,39,4,7,T4c_R,1104,0,5,0,5,0.0,22.0,,VS:5,climb
17781,18631,18631,T4b,R,31,3,7,T4b_R,1106,0,8,0,7,0.0,45.0,,LPi_h:8,yaw
17782,18632,18632,R1-R6,R,11,1,3,R1-R6_R,2216,0,0,0,0,0.0,0.0,,,brightness
17783,18633,18633,PVLP,R,36,4,4,PVLP_R,434,39,16,37,15,222.0,42.0,"LPLC2:27,LC4:11,PVLP_inh:1","LAL_inh:15,DNp03:1","loom,←saccade,→saccade,→steer"
17784,18634,18634,T4b,L,16,2,0,T4b_L,1060,0,8,0,5,0.0,40.0,,LPi_h:8,yaw
17785,18635,18635,T4c,L,31,3,7,T4c_L,1046,0,2,0,1,0.0,12.0,,VS:2,climb
17786,18636,18636,R1-R6,R,24,3,0,R1-R6_R,2217,0,0,0,0,0.0,0.0,,,brightness
17787,18637,18637,R1-R6,L,39,4,7,R1-R6_L,2105,0,0,0,0,0.0,0.0,,,brightness
17788,18638,18638,haltere,L,15,1,7,haltere_L,350,0,20,0,20,0.0,82.0,,"DNg02:11,LAL_inh:9","damping,→lift,→steer"
17789,18639,18639,R1-R6,R,31,3,7,R1-R6_R,2218,0,0,0,0,0.0,0.0,,,brightness
17790,18640,18640,T4a,R,3,0,3,T4a_R,1087,0,2,0,0,0.0,12.0,,HS:2,yaw
17791,18641,18641,R1-R6,L,0,0,0,R1-R6_L,2106,0,2,0,2,0.0,2.0,,PVLP:2,"brightness,→loom"
17792,18642,18642,T4a,R,27,3,3,T4a_R,1088,0,1,0,0,0.0,4.0,,HS:1,yaw
17793,18643,18643,R1-R6,L,11,1,3,R1-R6_L,2107,0,0,0,0,0.0,0.0,,,brightness
17794,18644,18644,R1-R6,R,42,5,2,R1-R6_R,2219,0,0,0,0,0.0,0.0,,,brightness
17795,18645,18645,PVLP,L,45,5,5,PVLP_L,383,35,8,34,7,192.0,16.0,"LPLC2:23,LC4:12",LAL_inh:8,"loom,→steer"
17796,18646,18646,T4a,L,46,5,6,T4a_L,1039,0,1,0,0,0.0,18.0,,HS:1,yaw
17797,18647,18647,T4a,R,2,0,2,T4a_R,1089,0,1,0,0,0.0,17.0,,HS:1,yaw
17798,18648,18648,R1-R6,L,24,3,0,R1-R6_L,2108,0,0,0,0,0.0,0.0,,,brightness
17799,18649,18649,R1-R6,R,27,3,3,R1-R6_R,2220,0,0,0,0,0.0,0.0,,,brightness
17800,18650,18650,T4b,L,5,0,5,T4b_L,1061,0,6,0,5,0.0,36.0,,LPi_h:6,yaw
17801,18651,18651,LAL_inh,L,16,2,0,LAL_inh_L,283,15,17,12,17,242.0,282.0,"PVLP:6,haltere:6,HS:2,DNp03:1",DNg02:17,"steer,←saccade,←yaw,←loom,←damping,→lift"
17802,18652,18652,R1-R6,R,32,4,0,R1-R6_R,2221,0,0,0,0,0.0,0.0,,,brightness
17803,18653,18653,T4c,L,13,1,5,T4c_L,1047,0,5,0,5,0.0,27.0,,VS:5,climb
17804,18654,18654,R1-R6,R,41,5,1,R1-R6_R,2222,0,0,0,0,0.0,0.0,,,brightness
17805,18655,18655,T4b,R,47,5,7,T4b_R,1107,0,4,0,4,0.0,23.0,,LPi_h:4,yaw
17806,18656,18656,T4c,R,6,0,6,T4c_R,1105,0,5,0,4,0.0,24.0,,VS:5,climb
17807,18657,18657,DNg02,L,6,0,6,DNg02_L,333,44,0,44,0,336.0,0.0,"haltere:19,LPi_v:15,LAL_inh:9,VS:1",,"lift,←damping,←descend,←steer,←climb"
17808,18658,18658,LC4,R,40,5,0,LC4_R,290,0,16,0,14,0.0,77.0,,"PVLP:15,DNp01:1","loom,→escape"
17809,18659,18659,T4c,L,21,2,5,T4c_L,1048,0,6,0,6,0.0,29.0,,VS:6,climb
17810,18660,18660,R1-R6,L,6,0,6,R1-R6_L,2109,0,1,0,1,0.0,1.0,,PVLP:1,"brightness,→loom"
17811,18661,18661,T4b,R,17,2,1,T4b_R,1108,0,6,0,6,0.0,34.0,,LPi_h:6,yaw
17812,18662,18662,T4a,L,32,4,0,T4a_L,1040,0,2,0,0,0.0,21.0,,HS:2,yaw
17813,18663,18663,T4c,R,0,0,0,T4c_R,1106,0,11,0,10,0.0,51.0,,VS:11,climb
17814,18664,18664,T4c,L,30,3,6,T4c_L,1049,0,4,0,4,0.0,19.0,,VS:4,climb
17815,18665,18665,T4d,R,6,0,6,T4d_R,1022,0,8,0,8,0.0,52.0,,LPi_v:8,descend
17816,18666,18666,DNg02,L,22,2,6,DNg02_L,334,53,0,53,0,448.0,0.0,"haltere:20,LPi_v:19,LAL_inh:12,VS:2",,"lift,←descend,←damping,←climb,←steer"
17817,18667,18667,T4a,R,34,4,2,T4a_R,1090,0,2,0,0,0.0,16.0,,HS:2,yaw
17818,18668,18668,R1-R6,L,13,1,5,R1-R6_L,2110,0,0,0,0,0.0,0.0,,,brightness
17819,18669,18669,T4b,R,19,2,3,T4b_R,1109,0,10,0,9,0.0,54.0,,LPi_h:10,yaw
17820,18670,18670,R1-R6,L,28,3,4,R1-R6_L,2111,0,0,0,0,0.0,0.0,,,brightness
17821,18671,18671,T4b,L,30,3,6,T4b_L,1062,0,10,0,8,0.0,57.0,,LPi_h:10,yaw
17822,18672,18672,T4a,L,44,5,4,T4a_L,1041,0,1,0,0,0.0,15.0,,HS:1,yaw
17823,18673,18673,T4b,L,2,0,2,T4b_L,1063,0,6,0,6,0.0,29.0,,LPi_h:6,yaw
17824,18674,18674,R1-R6,R,31,3,7,R1-R6_R,2223,0,0,0,0,0.0,0.0,,,brightness
17825,18675,18675,R1-R6,R,4,0,4,R1-R6_R,2224,0,0,0,0,0.0,0.0,,,brightness
17826,18676,18676,T4b,R,47,5,7,T4b_R,1110,0,3,0,3,0.0,20.0,,LPi_h:3,yaw
17827,18677,18677,LPi_v,L,43,5,3,LPi_v_L,213,39,22,38,22,243.0,177.0,T4d:39,"DNg02:20,VS:2","descend,→lift,→climb"
17828,18678,18678,T4b,R,15,1,7,T4b_R,1111,0,4,0,3,0.0,22.0,,LPi_h:4,yaw
17829,18679,18679,PVLP_inh,R,0,0,0,PVLP_inh_R,118,1,17,0,15,65.0,186.0,DNp03:1,"PVLP:16,DNp03:1","saccade,→loom"
17830,18680,18680,T4a,L,40,5,0,T4a_L,1042,0,2,0,0,0.0,10.0,,HS:2,yaw
17831,18681,18681,R1-R6,R,43,5,3,R1-R6_R,2225,0,0,0,0,0.0,0.0,,,brightness
17832,18682,18682,T4c,R,8,1,0,T4c_R,1107,0,13,0,12,0.0,59.0,,VS:13,climb
17833,18683,18683,T4d,L,38,4,6,T4d_L,1073,0,12,0,12,0.0,60.0,,LPi_v:12,descend
17834,18684,18684,R1-R6,L,47,5,7,R1-R6_L,2112,0,0,0,0,0.0,0.0,,,brightness
17835,18685,18685,haltere,R,21,2,5,haltere_R,381,0,35,0,34,0.0,148.0,,"DNg02:19,LAL_inh:16","damping,→steer,→lift"
17836,18686,18686,T4c,L,3,0,3,T4c_L,1050,0,4,0,4,0.0,17.0,,VS:4,climb
17837,18687,18687,LC4,R,8,1,0,LC4_R,291,0,17,0,16,0.0,93.0,,"PVLP:16,DNp01:1","loom,→escape"
17838,18688,18688,LPi_h,L,9,1,1,LPi_h_L,210,37,3,37,0,184.0,21.0,T4b:37,HS:3,yaw
17839,18689,18689,T4a,L,33,4,1,T4a_L,1043,0,2,0,0,0.0,12.0,,HS:2,yaw
17840,18690,18690,T4d,L,2,0,2,T4d_L,1074,0,7,0,7,0.0,33.0,,LPi_v:7,descend
17841,18691,18691,T4a,R,12,1,4,T4a_R,1091,0,2,0,0,0.0,11.0,,HS:2,yaw
17842,18692,18692,R1-R6,R,10,1,2,R1-R6_R,2226,0,0,0,0,0.0,0.0,,,brightness
17843,18693,18693,R1-R6,R,12,1,4,R1-R6_R,2227,0,0,0,0,0.0,0.0,,,brightness
17844,18694,18694,T4b,L,30,3,6,T4b_L,1064,0,10,0,9,0.0,41.0,,LPi_h:10,yaw
17845,18695,18695,T4a,R,21,2,5,T4a_R,1092,0,1,0,0,0.0,13.0,,HS:1,yaw
17846,18696,18696,T4a,L,0,0,0,T4a_L,1044,0,1,0,0,0.0,17.0,,HS:1,yaw
17847,18697,18697,R1-R6,R,7,0,7,R1-R6_R,2228,0,1,0,0,0.0,1.0,,PVLP:1,"brightness,→loom"
17848,18698,18698,T4a,L,11,1,3,T4a_L,1045,0,2,0,0,0.0,14.0,,HS:2,yaw
17849,18699,18699,T4c,R,13,1,5,T4c_R,1108,0,3,0,3,0.0,16.0,,VS:3,climb
17850,18700,18700,T4a,L,20,2,4,T4a_L,1046,0,1,0,0,0.0,5.0,,HS:1,yaw
17851,18701,18701,T4d,R,24,3,0,T4d_R,1023,0,10,0,10,0.0,52.0,,LPi_v:10,descend
17852,18702,18702,R1-R6,L,17,2,1,R1-R6_L,2113,0,0,0,0,0.0,0.0,,,brightness
17853,18703,18703,T4a,L,18,2,2,T4a_L,1047,0,2,0,0,0.0,16.0,,HS:2,yaw
17854,18704,18704,T4c,R,38,4,6,T4c_R,1109,0,6,0,6,0.0,27.0,,VS:6,climb
17855,18705,18705,PVLP_inh,R,0,0,0,PVLP_inh_R,119,1,9,0,7,48.0,304.0,DNp03:1,"PVLP:7,DNp03:2","saccade,→loom"
17856,18706,18706,PVLP,R,43,5,3,PVLP_R,435,33,8,31,5,196.0,25.0,"LPLC2:20,LC4:12,PVLP_inh:1","LAL_inh:7,DNp03:1","loom,←saccade,→steer,→saccade"
17857,18707,18707,T4a,R,43,5,3,T4a_R,1093,0,1,0,0,0.0,14.0,,HS:1,yaw
17858,18708,18708,T4a,L,3,0,3,T4a_L,1048,0,1,0,0,0.0,17.0,,HS:1,yaw
17859,18709,18709,LPi_v,L,9,1,1,LPi_v_L,214,47,23,46,22,256.0,122.0,T4d:47,"DNg02:12,VS:11","descend,→lift,→climb"
17860,18710,18710,T4a,L,8,1,0,T4a_L,1049,0,1,0,0,0.0,4.0,,HS:1,yaw
17861,18711,18711,T4d,L,42,5,2,T4d_L,1075,0,7,0,6,0.0,32.0,,LPi_v:7,descend
17862,18712,18712,T4a,R,45,5,5,T4a_R,1094,0,2,0,0,0.0,15.0,,HS:2,yaw
17863,18713,18713,T4a,R,11,1,3,T4a_R,1095,0,2,0,0,0.0,11.0,,HS:2,yaw
17864,18714,18714,LC4,R,8,1,0,LC4_R,292,0,17,0,15,0.0,89.0,,"PVLP:16,DNp01:1","loom,→escape"
17865,18715,18715,R1-R6,L,34,4,2,R1-R6_L,2114,0,0,0,0,0.0,0.0,,,brightness
17866,18716,18716,R1-R6,R,7,0,7,R1-R6_R,2229,0,1,0,1,0.0,1.0,,PVLP:1,"brightness,→loom"
17867,18717,18717,T4a,L,17,2,1,T4a_L,1050,0,2,0,0,0.0,10.0,,HS:2,yaw
17868,18718,18718,PVLP,R,16,2,0,PVLP_R,436,56,11,55,9,308.0,23.0,"LPLC2:31,LC4:20,PVLP_inh:4,R1-R6:1","LAL_inh:10,DNp03:1","loom,←saccade,←brightness,→steer,→saccade"
17869,18719,18719,T4c,R,24,3,0,T4c_R,1110,0,13,0,13,0.0,69.0,,VS:13,climb
17870,18720,18720,R1-R6,L,12,1,4,R1-R6_L,2115,0,0,0,0,0.0,0.0,,,brightness
17871,18721,18721,LAL_inh,L,20,2,4,LAL_inh_L,284,39,23,37,23,156.0,323.0,"PVLP:23,haltere:14,HS:2",DNg02:23,"steer,←yaw,←damping,←loom,→lift"
17872,18722,18722,VS,L,8,1,0,VS_L,127,67,28,66,28,311.0,238.0,"T4c:58,LPi_v:9",DNg02:28,"climb,←descend,→lift"
17873,18723,18723,VS,L,16,2,0,VS_L,128,75,39,74,38,370.0,359.0,"T4c:67,LPi_v:8",DNg02:39,"climb,←descend,→lift"
17874,18724,18724,PVLP_inh,L,32,4,0,PVLP_inh_L,135,1,9,0,6,62.0,296.0,DNp03:1,"PVLP:7,DNp03:2","saccade,→loom"
17875,18725,18725,T4a,R,42,5,2,T4a_R,1096,0,1,0,0,0.0,15.0,,HS:1,yaw
17876,18726,18726,R1-R6,L,22,2,6,R1-R6_L,2116,0,0,0,0,0.0,0.0,,,brightness
17877,18727,18727,T4a,R,25,3,1,T4a_R,1097,0,2,0,0,0.0,12.0,,HS:2,yaw
17878,18728,18728,LPLC2,L,32,4,0,LPLC2_L,491,0,23,0,22,0.0,141.0,,"PVLP:22,DNp01:1","loom,→escape"
17879,18729,18729,T4b,R,12,1,4,T4b_R,1112,0,7,0,7,0.0,40.0,,LPi_h:7,yaw
17880,18730,18730,T4d,R,5,0,5,T4d_R,1024,0,10,0,9,0.0,48.0,,LPi_v:10,descend
17881,18731,18731,T4b,R,9,1,1,T4b_R,1113,0,7,0,6,0.0,46.0,,LPi_h:7,yaw
17882,18732,18732,R1-R6,L,20,2,4,R1-R6_L,2117,0,0,0,0,0.0,0.0,,,brightness
17883,18733,18733,LPLC2,L,30,3,6,LPLC2_L,492,0,23,0,23,0.0,147.0,,PVLP:23,loom
17884,18734,18734,LC4,R,36,4,4,LC4_R,293,0,18,0,18,0.0,120.0,,PVLP:18,loom
17885,18735,18735,haltere,L,12,1,4,haltere_L,351,0,36,0,35,0.0,146.0,,"DNg02:19,LAL_inh:17","damping,→lift,→steer"
17886,18736,18736,LPi_v,L,24,3,0,LPi_v_L,215,39,31,38,28,191.0,164.0,T4d:39,"VS:18,DNg02:13","descend,→climb,→lift"
17887,18737,18737,R1-R6,R,36,4,4,R1-R6_R,2230,0,0,0,0,0.0,0.0,,,brightness
17888,18738,18738,T4d,R,1,0,1,T4d_R,1025,0,12,0,12,0.0,60.0,,LPi_v:12,descend
17889,18739,18739,T4c,L,3,0,3,T4c_L,1051,0,4,0,4,0.0,21.0,,VS:4,climb
17890,18740,18740,T4d,R,19,2,3,T4d_R,1026,0,12,0,12,0.0,55.0,,LPi_v:12,descend
17891,18741,18741,LPi_h,R,0,0,0,LPi_h_R,233,21,1,20,0,118.0,16.0,T4b:21,HS:1,yaw
17892,18742,18742,R1-R6,L,38,4,6,R1-R6_L,2118,0,0,0,0,0.0,0.0,,,brightness
17893,18743,18743,LPLC2,R,0,0,0,LPLC2_R,531,0,15,0,13,0.0,104.0,,"PVLP:14,DNp01:1","loom,→escape"
17894,18744,18744,haltere,R,21,2,5,haltere_R,382,0,34,0,34,0.0,163.0,,"DNg02:23,LAL_inh:11","damping,→steer,→lift"
17895,18745,18745,R1-R6,R,1,0,1,R1-R6_R,2231,0,1,0,1,0.0,1.0,,PVLP:1,"brightness,→loom"
17896,18746,18746,PVLP,L,38,4,6,PVLP_L,384,45,9,43,9,271.0,20.0,"LPLC2:40,LC4:4,PVLP_inh:1",LAL_inh:9,"loom,←saccade,→steer"
17897,18747,18747,T4c,R,21,2,5,T4c_R,1111,0,4,0,4,0.0,22.0,,VS:4,climb
17898,18748,18748,LPLC2,L,20,2,4,LPLC2_L,493,0,23,0,22,0.0,138.0,,PVLP:23,loom
17899,18749,18749,haltere,L,3,0,3,haltere_L,352,0,35,0,32,0.0,145.0,,"DNg02:26,LAL_inh:9","damping,→steer,→lift"
17900,18750,18750,T4a,R,5,0,5,T4a_R,1098,0,1,0,0,0.0,8.0,,HS:1,yaw
17901,18751,18751,R1-R6,L,0,0,0,R1-R6_L,2119,0,1,0,1,0.0,1.0,,PVLP:1,"brightness,→loom"
17902,18752,18752,LPi_h,L,24,3,0,LPi_h_L,211,46,2,45,0,258.0,18.0,T4b:46,HS:2,yaw
17903,18753,18753,T4d,R,2,0,2,T4d_R,1027,0,10,0,9,0.0,56.0,,LPi_v:10,descend
17904,18754,18754,VS,R,24,3,0,VS_R,130,66,39,64,39,336.0,301.0,"T4c:58,LPi_v:8",DNg02:39,"climb,←descend,→lift"
17905,18755,18755,R1-R6,L,32,4,0,R1-R6_L,2120,0,0,0,0,0.0,0.0,,,brightness
17906,18756,18756,T4b,L,17,2,1,T4b_L,1065,0,10,0,10,0.0,59.0,,LPi_h:10,yaw
17907,18757,18757,T4b,L,25,3,1,T4b_L,1066,0,5,0,5,0.0,20.0,,LPi_h:5,yaw
17908,18758,18758,LC4,L,16,2,0,LC4_L,262,0,15,0,13,0.0,89.0,,"PVLP:14,DNp01:1","loom,→escape"
17909,18759,18759,haltere,L,45,5,5,haltere_L,353,0,23,0,23,0.0,111.0,,"LAL_inh:13,DNg02:10","damping,→lift,→steer"
17910,18760,18760,R1-R6,L,17,2,1,R1-R6_L,2121,0,0,0,0,0.0,0.0,,,brightness
17911,18761,18761,R1-R6,L,6,0,6,R1-R6_L,2122,0,2,0,2,0.0,2.0,,PVLP:2,"brightness,→loom"
17912,18762,18762,T4c,R,21,2,5,T4c_R,1112,0,5,0,5,0.0,24.0,,VS:5,climb
17913,18763,18763,T4a,L,17,2,1,T4a_L,1051,0,2,0,0,0.0,7.0,,HS:2,yaw
17914,18764,18764,T4c,L,22,2,6,T4c_L,1052,0,4,0,4,0.0,21.0,,VS:4,climb
17915,18765,18765,T4d,R,13,1,5,T4d_R,1028,0,10,0,10,0.0,51.0,,LPi_v:10,descend
17916,18766,18766,R1-R6,R,13,1,5,R1-R6_R,2232,0,0,0,0,0.0,0.0,,,brightness
17917,18767,18767,T4b,L,17,2,1,T4b_L,1067,0,13,0,13,0.0,70.0,,LPi_h:13,yaw
17918,18768,18768,T4b,L,3,0,3,T4b_L,1068,0,5,0,5,0.0,27.0,,LPi_h:5,yaw
17919,18769,18769,T4b,L,13,1,5,T4b_L,1069,0,5,0,5,0.0,31.0,,LPi_h:5,yaw
17920,18770,18770,R1-R6,R,39,4,7,R1-R6_R,2233,0,0,0,0,0.0,0.0,,,brightness
17921,18771,18771,PVLP,L,31,3,7,PVLP_L,385,38,6,38,4,256.0,37.0,"LPLC2:34,LC4:4","LAL_inh:4,DNp03:2","loom,→saccade,→steer"
17922,18772,18772,T4c,R,35,4,3,T4c_R,1113,0,9,0,9,0.0,50.0,,VS:9,climb
17923,18773,18773,T4b,L,29,3,5,T4b_L,1070,0,6,0,5,0.0,33.0,,LPi_h:6,yaw
17924,18774,18774,LC4,R,36,4,4,LC4_R,294,0,18,0,17,0.0,100.0,,PVLP:18,loom
17925,18775,18775,T4a,R,36,4,4,T4a_R,1099,0,1,0,0,0.0,14.0,,HS:1,yaw
17926,18776,18776,T4a,R,39,4,7,T4a_R,1100,0,1,0,0,0.0,6.0,,HS:1,yaw
17927,18777,18777,T4c,R,5,0,5,T4c_R,1114,0,6,0,5,0.0,36.0,,VS:6,climb
17928,18778,18778,R1-R6,L,46,5,6,R1-R6_L,2123,0,0,0,0,0.0,0.0,,,brightness
17929,18779,18779,VS,L,16,2,0,VS_L,129,72,35,70,34,364.0,311.0,"T4c:63,LPi_v:9",DNg02:35,"climb,←descend,→lift"
17930,18780,18780,T4b,L,34,4,2,T4b_L,1071,0,5,0,5,0.0,21.0,,LPi_h:5,yaw
17931,18781,18781,R1-R6,L,24,3,0,R1-R6_L,2124,0,0,0,0,0.0,0.0,,,brightness
17932,18782,18782,R1-R6,L,33,4,1,R1-R6_L,2125,0,0,0,0,0.0,0.0,,,brightness
17933,18783,18783,R1-R6,L,11,1,3,R1-R6_L,2126,0,0,0,0,0.0,0.0,,,brightness
17934,18784,18784,R1-R6,R,10,1,2,R1-R6_R,2234,0,0,0,0,0.0,0.0,,,brightness
17935,18785,18785,PVLP,L,16,2,0,PVLP_L,386,60,9,59,6,308.0,85.0,"LPLC2:33,LC4:17,PVLP_inh:9,R1-R6:1","LAL_inh:7,DNp03:2","loom,←saccade,←brightness,→steer,→saccade"
17936,18786,18786,R1-R6,L,29,3,5,R1-R6_L,2127,0,0,0,0,0.0,0.0,,,brightness
17937,18787,18787,R1-R6,L,42,5,2,R1-R6_L,2128,0,0,0,0,0.0,0.0,,,brightness
17938,18788,18788,T4a,R,20,2,4,T4a_R,1101,0,2,0,0,0.0,16.0,,HS:2,yaw
17939,18789,18789,DNg02,L,3,0,3,DNg02_L,335,60,0,58,0,596.0,0.0,"LPi_v:19,LAL_inh:16,haltere:15,VS:9",,"lift,←descend,←yaw,←steer,←damping,←climb"
17940,18790,18790,R1-R6,L,21,2,5,R1-R6_L,2129,0,3,0,3,0.0,3.0,,PVLP:3,"brightness,→loom"
17941,18791,18791,R1-R6,R,18,2,2,R1-R6_R,2235,0,0,0,0,0.0,0.0,,,brightness
17942,18792,18792,LPLC2,L,40,5,0,LPLC2_L,494,0,17,0,16,0.0,107.0,,PVLP:17,loom
17943,18793,18793,R1-R6,L,17,2,1,R1-R6_L,2130,0,0,0,0,0.0,0.0,,,brightness
17944,18794,18794,R1-R6,L,19,2,3,R1-R6_L,2131,0,2,0,2,0.0,2.0,,PVLP:2,"brightness,→loom"
17945,18795,18795,T4c,R,23,2,7,T4c_R,1115,0,5,0,4,0.0,32.0,,VS:5,climb
17946,18796,18796,T4a,R,14,1,6,T4a_R,1102,0,2,0,0,0.0,12.0,,HS:2,yaw
17947,18797,18797,T4b,L,26,3,2,T4b_L,1072,0,11,0,11,0.0,59.0,,LPi_h:11,yaw
17948,18798,18798,T4d,L,29,3,5,T4d_L,1076,0,7,0,6,0.0,42.0,,LPi_v:7,descend
17949,18799,18799,T4d,L,33,4,1,T4d_L,1077,0,8,0,7,0.0,42.0,,LPi_v:8,descend
17950,18800,18800,VS,R,32,4,0,VS_R,131,73,43,72,43,372.0,379.0,"T4c:64,LPi_v:9",DNg02:43,"climb,←descend,→lift"
17951,18801,18801,R1-R6,L,5,0,5,R1-R6_L,2132,0,2,0,2,0.0,2.0,,PVLP:2,"brightness,→loom"
17952,18802,18802,T4a,R,13,1,5,T4a_R,1103,0,2,0,0,0.0,20.0,,HS:2,yaw
17953,18803,18803,R1-R6,L,18,2,2,R1-R6_L,2133,0,0,0,0,0.0,0.0,,,brightness
17954,18804,18804,T4d,L,12,1,4,T4d_L,1078,0,6,0,6,0.0,29.0,,LPi_v:6,descend
17955,18805,18805,DNg02,L,44,5,4,DNg02_L,336,50,0,49,0,531.0,0.0,"haltere:20,LAL_inh:19,LPi_v:8,VS:3",,"lift,←damping,←steer,←descend,←climb"
17956,18806,18806,T4d,L,37,4,5,T4d_L,1079,0,10,0,10,0.0,46.0,,LPi_v:10,descend
17957,18807,18807,R1-R6,R,29,3,5,R1-R6_R,2236,0,0,0,0,0.0,0.0,,,brightness
17958,18808,18808,R1-R6,R,33,4,1,R1-R6_R,2237,0,0,0,0,0.0,0.0,,,brightness
17959,18809,18809,T4a,L,44,5,4,T4a_L,1052,0,2,0,0,0.0,18.0,,HS:2,yaw
17960,18810,18810,R1-R6,R,31,3,7,R1-R6_R,2238,0,0,0,0,0.0,0.0,,,brightness
17961,18811,18811,T4c,L,21,2,5,T4c_L,1053,0,6,0,6,0.0,30.0,,VS:6,climb
17962,18812,18812,T4d,R,5,0,5,T4d_R,1029,0,11,0,10,0.0,57.0,,LPi_v:11,descend
17963,18813,18813,T4c,L,43,5,3,T4c_L,1054,0,7,0,7,0.0,41.0,,VS:7,climb
17964,18814,18814,R1-R6,R,21,2,5,R1-R6_R,2239,0,0,0,0,0.0,0.0,,,brightness
17965,18815,18815,VS,R,32,4,0,VS_R,132,63,36,62,35,326.0,292.0,"T4c:56,LPi_v:7",DNg02:36,"climb,←descend,→lift"
17966,18816,18816,LPi_v,R,14,1,6,LPi_v_R,232,49,21,47,20,265.0,165.0,T4d:49,DNg02:21,"descend,→lift"
17967,18817,18817,T4d,R,16,2,0,T4d_R,1030,0,9,0,9,0.0,48.0,,LPi_v:9,descend
17968,18818,18818,T4c,L,41,5,1,T4c_L,1055,0,9,0,8,0.0,46.0,,VS:9,climb
17969,18819,18819,T4b,R,47,5,7,T4b_R,1114,0,5,0,5,0.0,23.0,,LPi_h:5,yaw
17970,18820,18820,T4c,L,36,4,4,T4c_L,1056,0,7,0,7,0.0,40.0,,VS:7,climb
17971,18821,18821,T4a,L,40,5,0,T4a_L,1053,0,1,0,0,0.0,13.0,,HS:1,yaw
17972,18822,18822,PVLP,R,4,0,4,PVLP_R,437,47,8,47,7,241.0,32.0,"LPLC2:28,LC4:17,PVLP_inh:1,R1-R6:1","LAL_inh:7,DNp03:1","loom,←saccade,←brightness,→saccade,→steer"
17973,18823,18823,R1-R6,R,32,4,0,R1-R6_R,2240,0,1,0,1,0.0,1.0,,PVLP:1,"brightness,→loom"
17974,18824,18824,T4b,L,39,4,7,T4b_L,1073,0,6,0,5,0.0,31.0,,LPi_h:6,yaw
17975,18825,18825,T4c,L,22,2,6,T4c_L,1057,0,4,0,3,0.0,22.0,,VS:4,climb
